timestamp,HMI_Timestamp,PV_Voltage_V,PV_Current_A,PV_Power_W,Battery_Voltage_V,Battery_Current_A,Battery_Power_W,Avg_Power_to_Battery_W,Daily_Energy_kWh,Daily_Charge_Ah,History_Max_Input_Voltage_V,Lifetime_Energy_Gen_kWh,Lifetime_Charge_Ah,Battery_Temp_C,Air_Temp_C,Humidity_pct,Air_Pressure_inHg,Wind_Speed_ms,Wind_Direction_deg,Solar_Irradiance_Wm2,UV_Index,Est_Efficiency
2026-01-31T00:01:26,01/31/202600:01,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.59,16.16,19.0,0.0,0.0,
2026-01-31T00:07:33,01/31/202600:07,22.6,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.59,16.16,19.0,0.0,0.0,
2026-01-31T00:08:33,01/31/202600:08,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.59,16.16,19.0,0.0,0.0,
2026-01-31T00:12:35,01/31/202600:12,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.59,16.16,19.0,0.0,0.0,
2026-01-31T00:15:33,01/31/202600:15,22.6,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:17:32,01/31/202600:17,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:19:33,01/31/202600:19,22.6,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:20:33,01/31/202600:20,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:23:45,01/31/202600:23,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:25:33,01/31/202600:25,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:26:33,01/31/202600:26,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:27:34,01/31/202600:27,22.6,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:28:33,01/31/202600:28,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.59,15.78,18.0,0.0,0.0,
2026-01-31T00:31:33,01/31/202600:31,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:33:27,01/31/202600:33,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:34:55,01/31/202600:34,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:35:27,01/31/202600:35,22.6,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:37:08,01/31/202600:37,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:40:09,01/31/202600:40,22.6,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:41:08,01/31/202600:41,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:46:05,01/31/202600:46,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,14.42,13.0,0.0,0.0,
2026-01-31T00:47:08,01/31/202600:47,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T00:50:08,01/31/202600:50,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T00:52:08,01/31/202600:52,22.6,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T00:53:08,01/31/202600:53,22.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T00:55:06,01/31/202600:55,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T00:57:17,01/31/202600:57,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T00:58:12,01/31/202600:58,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T01:00:13,01/31/202601:00,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.62,15.29,15.0,0.0,0.0,
2026-01-31T01:03:12,01/31/202601:03,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:04:12,01/31/202601:04,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:05:13,01/31/202601:05,22.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:06:12,01/31/202601:06,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:08:25,01/31/202601:08,22.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:10:13,01/31/202601:10,22.0,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:11:13,01/31/202601:11,20.8,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:12:12,01/31/202601:12,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:13:31,01/31/202601:13,20.8,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,63.0,30.65,15.47,18.0,0.0,0.0,
2026-01-31T01:15:31,01/31/202601:15,20.7,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.79,20.0,0.0,0.0,
2026-01-31T01:17:12,01/31/202601:17,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.79,20.0,0.0,0.0,
2026-01-31T01:19:36,01/31/202601:19,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:21:13,01/31/202601:21,20.8,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:22:13,01/31/202601:22,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:24:14,01/31/202601:24,20.8,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:25:13,01/31/202601:25,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:26:13,01/31/202601:26,20.8,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:27:14,01/31/202601:27,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:30:44,01/31/202601:30,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,62.0,30.65,14.73,14.0,0.0,0.0,
2026-01-31T01:31:57,01/31/202601:31,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,60.0,30.65,14.66,16.0,0.0,0.0,
2026-01-31T01:38:42,01/31/202601:38,20.8,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,60.0,30.65,14.66,16.0,0.0,0.0,
2026-01-31T01:39:59,01/31/202601:39,20.7,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,60.0,30.65,14.66,16.0,0.0,0.0,
2026-01-31T01:41:52,01/31/202601:41,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,60.0,30.65,14.66,16.0,0.0,0.0,
2026-01-31T01:43:51,01/31/202601:43,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,60.0,30.65,14.66,16.0,0.0,0.0,
2026-01-31T01:45:15,01/31/202601:45,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,60.0,30.65,14.66,16.0,0.0,0.0,
2026-01-31T01:53:04,01/31/202601:53,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,57.0,30.65,13.79,17.0,0.0,0.0,
2026-01-31T01:55:15,01/31/202601:55,20.6,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,57.0,30.65,13.79,17.0,0.0,0.0,
2026-01-31T01:56:15,01/31/202601:56,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,57.0,30.65,13.79,17.0,0.0,0.0,
2026-01-31T02:01:44,01/31/202602:01,20.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,56.0,30.65,13.79,17.0,0.0,0.0,
2026-01-31T02:02:45,01/31/202602:02,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,56.0,30.65,13.79,17.0,0.0,0.0,
2026-01-31T02:04:11,01/31/202602:04,20.7,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,56.0,30.65,13.79,17.0,0.0,0.0,
2026-01-31T02:15:22,01/31/202602:15,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,56.0,30.65,13.79,17.0,0.0,0.0,
2026-01-31T02:26:31,01/31/202602:26,20.6,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,56.0,30.65,13.17,18.0,0.0,0.0,
2026-01-31T02:27:47,01/31/202602:27,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,56.0,30.65,13.17,18.0,0.0,0.0,
2026-01-31T02:31:47,01/31/202602:31,20.6,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,58.0,30.65,12.37,17.0,0.0,0.0,
2026-01-31T02:33:46,01/31/202602:33,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,58.0,30.65,12.37,17.0,0.0,0.0,
2026-01-31T02:37:41,01/31/202602:37,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.7,0.0,58.0,30.65,12.37,17.0,0.0,0.0,
2026-01-31T02:42:46,01/31/202602:42,20.6,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,58.0,30.65,12.37,17.0,0.0,0.0,
2026-01-31T02:43:47,01/31/202602:43,20.7,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,58.0,30.65,12.37,17.0,0.0,0.0,
2026-01-31T02:45:46,01/31/202602:45,20.6,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,198.7,23111.0,43708.0,20.6,0.0,59.0,30.65,12.43,18.0,0.0,0.0,
